id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
1236,nn,b,67914,28.1583,2,3.1424,0,13.4422,42,1.0000,.7835,.5316,c
1237,kd,c,65505,6.3833,1,19.9528,4,11.5254,45,.8110,.5118,.2847,c
1238,al,c,63911,4.0000,2,8.3651,69,8.5674,43,.8110,.5827,.0355,c
1239,pe,a,64548,41.3750,0,2.8160,1,28.9636,46,.9252,.6260,.3825,c
1240,qp,c,57039,27.7250,0,10.4052,31,13.2927,46,.9528,.6417,.2811,c
1241,pe,b,67984,33.6833,1,14.6757,36,5.8550,43,.9567,.7677,.2143,c
1242,pz,a,66107,31.3000,1,3.8225,7,18.6320,44,.9724,.7362,.6922,c
1243,am,c,69437,39.9667,1,10.5140,18,28.7554,44,.8976,.6693,.4226,c
1244,pz,a,61006,37.5833,1,5.2641,23,21.0507,43,.9173,.7205,.0804,c
1245,pz,a,58208,5.7333,1,14.7029,69,26.6090,45,.8110,.5276,.5536,c
1246,pe,a,,40.0750,0,2.8160,4,20.6449,45,.9055,.6575,.3041,c
1247,pz,a,63309,14.7250,1,2.8160,-2,20.9226,50,.8622,.3976,.6891,c
1248,nn,c,65363,8.8750,2,4.5841,8,10.4041,47,.7874,.4173,.3384,c
1249,pz,a,67311,7.7917,0,22.2105,94,34.1801,47,.8937,.5669,.2056,c
1250,pz,a,56012,14.2917,1,6.0802,8,25.7600,49,.8858,.4646,.4093,c
1251,pz,b,65576,12.4500,0,13.4517,32,8.6047,48,.9055,.5394,.2594,c
1252,pe,c,64053,36.5000,1,5.2641,12,20.5862,41,.9173,.7717,.2345,c
1253,nn,b,59873,38.5583,1,10.1603,62,4.0823,42,.8898,.7244,.0581,c
1254,qp,c,63380,28.1583,1,6.1618,29,9.2455,45,.9843,.7087,.1213,c
1255,qp,c,71845,34.3333,1,24.0329,113,7.6650,43,.9488,.7402,.3098,c
1256,pe,c,62813,24.8000,0,12.8805,58,8.7222,47,.9724,.6339,.1790,c
1257,pe,a,66142,7.3583,1,3.6321,2,8.3378,46,.8346,.5079,.3434,c
1258,pz,a,61467,10.6083,1,9.5347,42,13.5757,48,.8543,.4724,.1837,c
1259,nn,a,66142,23.3917,1,5.4545,7,21.5526,48,.9764,.5984,.4118,c
1260,pz,a,61467,16.5667,0,9.5347,36,16.6137,49,.9173,.5236,.8861,c
1261,pz,a,56472,37.6917,1,3.6321,1,32.3701,43,.9173,.7087,.2264,c
1262,nb,a,52470,14.4000,1,6.0802,52,13.9654,50,.8465,.3740,.4085,c
1263,kd,c,60723,38.5583,3,12.9349,265,6.9869,35,.7717,.7874,.1946,c
1264,qp,c,59093,40.7250,1,5.3729,-2,7.6063,43,.8583,.6654,.3096,c
1265,nb,a,66284,15.9167,3,10.0243,100,6.5865,52,.7638,.1811,.2373,c
1266,pe,c,57747,10.7167,0,2.0000,0,12.8282,48,.8780,.5118,.3704,c
1267,pz,a,67489,16.7833,1,11.9556,20,9.7474,49,.9094,.4803,.3562,c
1268,pe,c,61608,6.9250,0,11.7924,10,14.7930,47,.8780,.5591,.1610,c
1269,pz,a,60865,18.6250,0,17.8311,56,33.1870,48,.9331,.5551,.5652,c
1270,pe,c,61290,7.7917,1,2.0000,0,7.3714,47,.8465,.5118,.1592,c
1271,pe,c,67453,31.7333,1,8.9635,41,18.8776,43,.9764,.7677,.2249,c
1272,kd,c,64619,31.3000,2,4.4481,17,17.8631,40,.9803,.8543,.1444,c
1273,pz,a,56543,12.1250,0,5.4545,3,14.1256,48,.8858,.5000,.3060,c
1274,pe,a,52292,29.4583,1,2.0000,0,24.8790,43,.9921,.7638,.0749,c
1275,nn,a,62990,9.7417,0,6.7602,5,25.5197,47,.9016,.5591,.2360,c
1276,de,a,59837,13.1000,0,15.3830,40,31.3610,48,.8937,.5079,.7393,c
1277,pe,a,64301,19.1667,0,3.1424,0,14.2110,48,.9370,.5512,.1142,c
1278,nn,a,60227,23.1750,0,6.7602,6,5.2997,47,.9528,.6142,.1747,c
1279,nb,a,60687,41.8083,3,16.9878,196,4.9420,40,.7441,.6142,.2394,c
1280,nn,b,62211,41.2667,0,13.6965,13,5.0808,45,.9016,.6378,.1163,c
1281,pz,a,62565,9.8500,0,6.0802,2,14.6115,48,.8780,.5157,.1918,c
1282,vv,c,66461,33.7917,2,12.6356,87,11.7603,40,.9488,.8386,.2967,c
1283,qp,c,66107,40.0750,0,11.5204,91,4.5682,46,.9213,.6417,.2490,c
1284,pz,a,60475,12.2333,0,13.0981,6,10.7405,47,.9252,.5906,.3800,c
1285,qw,c,60227,15.0500,2,9.3443,17,15.0547,51,.8425,.3504,.2395,c
1286,pe,b,64584,22.4167,0,3.1424,0,6.1914,48,.9567,.5984,.3144,c
1287,nn,c,53426,5.9500,1,3.8225,9,15.5993,46,.8661,.5669,.3372,c
1288,nn,a,64513,11.3667,0,13.3701,68,28.0773,48,.8898,.5236,.2884,c
1289,al,c,65576,37.6917,1,21.9112,182,10.6551,42,.9016,.7402,.1034,c
1290,pz,a,54807,37.0417,1,7.8754,46,15.9517,43,.9252,.7126,.3463,c
1291,kd,c,66001,11.5833,1,6.1618,44,10.3827,49,.8228,.3976,.3232,c
1292,qp,b,72023,29.7833,1,10.5140,30,15.0280,44,.9843,.7441,.4775,c
1293,nn,a,65682,13.9667,0,8.5283,-10,15.0386,49,.8976,.5039,.1481,c
1294,pe,a,62777,13.5333,0,4.3121,9,11.7710,48,.9016,.5236,.0503,c
1295,kd,c,68445,20.9000,1,13.4517,-4,23.4321,49,.9488,.5197,.2759,c
1296,vv,c,56012,4.3250,1,13.6965,46,4.3333,45,.8543,.5906,.1344,c
1297,kd,b,68728,39.4250,2,11.9284,87,4.9526,40,.8465,.7205,.0551,c
1298,nn,b,,35.5250,2,9.5347,85,3.2814,39,.9134,.8307,.0979,c
1299,pe,a,56224,4.6500,1,10.6772,3,27.2337,46,.8780,.5945,.4665,c
1300,e2,a,67595,11.5833,0,18.9735,29,21.7128,48,.8858,.5079,.4224,c
1301,vv,c,66638,6.2750,1,21.2584,78,15.8609,46,.8386,.5394,.4619,c
1302,pz,a,63734,10.5000,0,4.5841,0,26.9026,47,.9016,.5512,.2739,c
1303,nn,c,60723,42.4583,1,2.8160,8,6.5811,45,.8740,.6181,.2377,c
1304,qp,c,71775,10.8250,0,19.0279,129,18.3490,48,.9016,.5472,.3471,c
1305,pe,a,47546,38.1250,0,2.0000,0,5.4065,47,.9331,.6181,.1896,c
1306,vv,c,70499,42.1333,1,15.0838,104,12.1020,44,.8465,.6181,.1521,c
1307,pe,a,61750,7.2500,0,2.0000,0,23.2879,47,.8976,.5748,.2780,c
1308,am,a,66603,10.6083,1,3.6321,-3,9.5285,49,.8031,.3937,.2277,c
1309,pe,c,57110,9.3083,1,2.8160,9,11.8831,47,.8661,.5118,.3602,c
1310,pe,b,65434,36.1750,0,7.7122,31,7.5956,45,.9370,.6890,.2893,c
1311,pz,a,59802,32.3833,1,15.5734,84,33.7209,42,.9685,.8071,.2402,c
1312,f8,a,71314,40.1833,2,7.4674,4,21.4885,41,.8346,.6890,.1886,c
1313,pe,a,59448,13.2083,0,2.8160,2,11.6749,48,.9094,.5394,.2360,c
1314,qp,c,63805,36.1750,0,20.7960,62,10.7992,45,.9370,.6654,.3901,c
1315,nn,a,66709,30.8667,0,9.5347,4,33.6302,46,.9488,.6496,.2378,c
1316,de,a,47971,14.9417,1,5.6450,10,9.9663,49,.8937,.4724,.1984,c
1317,nn,a,63450,26.3167,2,7.4674,22,13.0951,45,.9961,.6929,.0913,c
1318,f8,a,71172,33.2500,2,15.6822,11,20.3353,41,.9567,.8268,.2231,c
1319,pz,a,63628,7.2500,1,13.4517,140,27.6608,46,.8189,.5000,.3264,c
1320,nn,c,54453,35.5250,1,8.5283,55,17.1797,42,.9331,.7717,.2995,c
1321,qp,c,69756,31.7333,1,4.5841,10,11.8831,43,.9764,.7677,.2438,c
1322,kd,c,,23.2833,3,15.2742,191,17.2064,47,.9646,.5551,.1039,c
1323,pe,b,66001,19.6000,0,4.3121,0,14.6222,49,.9409,.5472,.5530,c
1324,am,c,69614,20.3583,0,7.7666,39,19.2994,48,.9449,.5630,.0898,c
1325,vv,c,65647,8.2250,1,8.5827,-11,12.0593,47,.8071,.4606,.1136,c
1326,nn,c,68339,37.5833,2,10.7860,53,23.3146,39,.8740,.7835,.2310,c
1327,pe,b,61750,37.8000,0,7.7666,3,3.0252,45,.9252,.6811,.2646,c
1328,pz,a,54914,42.5667,1,8.2019,93,26.2886,43,.8228,.6024,.7040,c
1329,qp,b,65009,9.4167,0,9.5347,62,3.7887,47,.8780,.5236,.3226,c
1330,pz,a,70924,27.0750,3,13.7781,221,18.6961,41,.9843,.7559,.4230,c
1331,pz,a,58208,16.0250,0,6.6242,17,21.4779,48,.9252,.5630,.3259,c
1332,vv,c,63486,5.9500,1,17.5319,117,10.6711,46,.8465,.5512,.3682,c
1333,nn,a,66178,7.9000,0,2.8160,-7,16.1065,47,.8701,.5394,.3526,c
1334,pz,b,64230,14.5083,1,2.8160,6,6.7093,49,.8819,.4488,.3147,c
1335,pe,c,59058,8.2250,1,3.6321,0,7.0884,47,.8346,.4882,.0445,c
1336,f8,b,69083,40.6167,3,6.0802,46,6.3302,38,.7520,.6772,.1927,c
1337,kd,c,68374,9.8500,1,25.0938,156,11.1783,48,.8031,.4134,.4022,c
1338,pz,a,63875,16.3500,3,8.3651,62,23.1971,52,.7559,.1614,.3109,c
1339,nn,a,62636,4.1083,1,4.5841,14,25.1086,45,.8583,.5984,.4825,c
1340,kw,b,68693,30.1083,1,18.1031,83,8.0655,44,.9843,.7520,.2362,c
1341,nn,c,57429,5.5167,2,3.1424,17,14.9585,44,.7835,.5157,.1198,c
1342,pz,a,60900,11.2583,1,2.0000,0,7.7344,49,.8465,.4449,.3060,c
1343,pz,a,63202,35.7417,2,11.3028,22,9.1707,39,.9055,.8307,.4120,c
1344,pz,a,65009,16.2417,2,12.3092,135,18.3223,51,.8425,.3228,.4064,c
1345,mm,b,72164,18.6250,0,25.8282,189,8.2203,47,.9370,.5866,.1036,c
1346,pz,a,56331,10.8250,2,7.7666,92,3.3188,49,.7402,.2953,.1722,c
1347,nn,a,69685,18.7333,1,14.0501,17,7.6704,50,.9173,.4528,.3866,c
1348,pz,a,61431,20.0333,2,14.4581,156,9.3683,50,.9173,.4331,.4620,c
1349,nn,a,65859,13.1000,1,3.6321,-1,4.2479,49,.8858,.4843,.2719,c
1350,nn,a,65115,9.8500,0,13.6965,40,4.4508,47,.9213,.5906,.3439,c
1351,kd,c,67241,26.3167,2,15.1654,148,19.3421,45,1.0000,.7008,.1060,c
1352,qp,c,70322,16.4583,1,9.2899,54,14.3499,50,.8937,.4488,.2780,c
1353,qp,b,67666,7.5750,1,9.0179,12,7.2112,47,.8307,.5000,.1198,c
1354,pz,a,58243,12.6667,2,4.4481,-6,6.5865,50,.8071,.3465,.1218,c
1355,pz,a,63734,11.8000,0,7.1682,-2,26.9507,48,.9055,.5433,.2716,c
1356,qp,c,67595,16.8917,2,7.7666,9,17.8364,51,.8740,.3780,.1719,c
1357,f8,b,70570,39.6417,3,6.6242,71,7.1898,35,.7323,.7323,.2051,c
1358,pz,a,53993,15.2667,1,3.8225,9,20.7037,50,.8701,.4094,.3916,c
1359,kd,c,63025,8.2250,1,11.5476,40,9.5979,47,.8622,.5236,.4567,c
1360,e2,a,76557,38.2333,3,7.4674,128,19.6465,33,.7638,.8110,.1998,c
1361,pe,a,59519,23.9333,0,10.6772,48,4.5682,47,.9488,.6181,.1627,c
1362,qp,c,63344,36.6083,1,6.7602,1,14.9105,42,.9213,.7441,.1005,c
1363,pz,a,63025,8.8750,1,7.7666,2,14.8998,47,.8425,.4843,.1973,c
1364,pe,a,62565,21.3333,0,2.0000,0,5.2036,48,.9528,.5787,.2830,c
1365,pe,a,65647,4.0000,0,5.2641,20,24.6014,46,.8976,.6102,.4714,c
1366,al,c,60723,6.1667,1,15.8998,173,13.5329,45,.8228,.5276,.3425,c
1367,pz,a,54559,11.8000,2,3.6321,6,2.9611,49,.7323,.2520,.1673,c
1368,al,a,61786,8.4417,1,7.7666,26,21.6114,47,.7992,.4449,.3740,c
1369,e2,a,73298,13.5333,1,12.6084,126,12.5665,50,.8425,.3898,.2288,c
1370,qp,b,,25.8833,1,10.6772,26,3.6712,46,.9882,.6693,.3936,c
1371,qp,c,64726,39.2083,1,13.4245,132,13.6771,44,.9055,.6811,.1451,c
1372,nb,a,57747,16.4583,1,3.6321,8,15.3964,50,.8937,.4488,.0609,c
1373,nb,a,66603,8.8750,4,13.6965,109,6.6132,45,.5354,.0000,.2434,c
1374,kd,b,65009,22.4167,1,8.7187,44,7.2859,48,.9646,.5709,.2882,c
1375,pz,a,64938,15.2667,0,18.8103,-2,22.9782,48,.9213,.5630,.5484,c
1376,mm,a,57145,31.6250,0,16.2534,40,21.1255,45,.9606,.7008,.7921,c
1377,pz,a,62246,19.2750,1,7.9298,50,20.3620,49,.9331,.5000,.1167,c
1378,al,c,67205,5.1917,2,30.3164,222,12.1874,44,.7717,.5276,.3202,c
1379,pz,a,58633,37.1500,0,5.4545,10,22.9569,45,.9331,.6614,.1011,c
1380,nn,c,68410,30.3250,1,4.3121,-1,17.6549,43,.9843,.7598,.0811,c
1381,f8,a,69330,24.3667,1,7.9298,75,9.6886,47,.9803,.6260,.3520,c
1382,pz,a,61502,8.8750,0,8.5827,45,25.9202,47,.9134,.5866,.3343,c
1383,am,a,70429,8.2250,1,8.3651,42,8.2363,47,.8386,.4961,.3580,c
1384,de,a,52753,11.6917,1,15.8454,59,19.6305,48,.8701,.4764,.8726,c
1385,kl,c,45385,8.8750,1,16.2534,53,17.6763,47,.8307,.4724,.3966,c
1386,nb,a,66249,16.1333,1,8.2019,49,28.5685,50,.8780,.4055,.2091,c
1387,vv,c,71952,5.3000,1,12.9893,73,14.5421,45,.8346,.5591,.2378,c
1388,al,b,66320,38.7750,1,6.6242,32,7.0030,44,.9094,.6890,.0994,c
1389,nb,a,66178,10.7167,2,14.4853,110,28.3229,49,.7283,.2874,.4457,c
1390,pz,a,66036,19.9250,4,23.0537,325,8.5193,50,.8307,.2598,.4021,c
1391,al,c,68480,38.6667,2,3.8225,19,18.6640,40,.8622,.7441,.3523,c
1392,gv,a,69826,5.4083,1,14.4853,-19,10.0464,46,.8701,.5748,.2762,c
1393,pe,b,64053,25.1250,0,6.1618,14,4.8405,47,.9685,.6378,.3598,c
1394,nb,a,60192,11.9083,1,9.7523,-2,20.7677,48,.8780,.4882,.3902,c
1395,pz,a,60050,4.0000,0,6.6242,26,15.8342,45,.8858,.6063,.8666,c
1396,f8,a,69118,36.6083,2,15.8998,79,11.5254,38,.8819,.8228,.4403,c
1397,qp,c,69508,33.6833,1,5.2641,12,18.4345,43,.9567,.7520,.1181,c
1398,pe,a,62459,37.4750,0,2.0000,0,7.3820,46,.9331,.6496,.2487,c
1399,pz,a,59696,14.9417,0,9.5347,42,16.8807,48,.9213,.5669,.9281,c
1400,pe,c,56614,8.0083,1,2.0000,0,9.5285,47,.8465,.5079,.0599,c
1401,nb,a,61006,13.3167,1,7.2226,10,20.0416,49,.8780,.4685,.4062,c
1402,f8,a,70606,36.2833,1,16.7158,45,21.3818,42,.9291,.7480,.2105,c
1403,nb,a,58987,15.3750,1,17.6951,202,5.2196,50,.8740,.4134,.2258,c
1404,pz,a,70039,28.3750,1,19.1367,143,20.0950,44,.9961,.7362,.3845,c
1405,mm,c,51974,14.2917,1,2.0000,0,9.4644,49,.8819,.4567,.3678,c
1406,pe,c,65930,18.0833,0,3.6321,-2,14.4994,48,.9331,.5748,.2231,c
1407,mm,a,63698,15.1583,1,9.3987,7,30.8858,49,.9016,.4921,.2586,c
1408,kd,b,67382,20.3583,1,9.0179,54,10.8686,49,.9409,.5118,.1893,c
1409,e2,a,74573,4.1083,4,10.8132,13,16.3468,37,.5945,.4843,.3336,c
1410,de,a,60865,25.0167,0,15.8726,69,32.8346,47,.9567,.6299,.7033,c
1411,pz,a,,41.7000,1,11.7924,-49,9.2134,43,.8543,.6339,.1681,c
1412,kd,c,63805,4.9750,4,9.7523,61,14.6969,39,.6102,.4409,.1163,c
1413,mm,c,54064,13.1000,0,2.0000,0,9.7687,48,.8937,.5079,.3693,c
1414,qp,b,64265,14.7250,1,8.2019,61,3.0145,49,.8858,.4606,.3346,c
1415,am,a,69401,5.8417,1,9.3987,33,21.9050,45,.8386,.5472,.2836,c
1416,pz,a,62848,11.3667,0,10.1603,-52,7.4728,48,.8858,.5118,.1386,c
1417,pz,a,64690,16.3500,0,12.7445,35,31.7187,49,.9134,.5079,.2394,c
1418,nb,a,53993,15.0500,1,3.8225,13,16.8060,50,.8701,.4134,.3285,c
1419,kd,c,59412,41.3750,1,10.4052,101,15.2522,43,.8622,.6417,.2951,c
1420,qp,c,71350,34.1167,1,22.4009,99,7.3073,43,.9528,.7480,.3180,c
1421,kd,c,61431,14.5083,2,6.0802,18,20.5915,50,.8346,.3504,.0675,c
1422,qp,c,58668,8.6583,1,6.4066,7,7.6330,47,.8465,.4961,.2151,c
1423,vv,c,,42.6750,1,21.7208,126,10.8633,45,.8858,.6142,.3304,c
1424,pz,a,59696,10.3917,1,11.8468,52,17.8364,48,.8425,.4567,.9111,c
1425,al,c,61360,41.1583,1,2.8160,7,20.4153,43,.8661,.6496,.4104,c
1426,f8,a,69756,4.1083,3,5.4545,40,15.7594,40,.6850,.5276,.3756,c
1427,pe,a,59873,18.6250,0,2.0000,0,15.2148,49,.9331,.5315,.5440,c
1428,nb,a,60510,16.5667,0,9.0179,32,12.3049,49,.9134,.5079,.2172,c
1429,pe,a,59554,4.7583,1,4.4481,15,14.6649,45,.8740,.5906,.1464,c
1430,kd,c,71562,42.6750,2,8.2019,122,11.9792,41,.7520,.5787,.3508,c
1431,kd,c,61183,16.6750,2,9.6979,101,5.9778,51,.8465,.3228,.4000,c
1432,pz,a,59023,13.7500,1,2.0000,0,23.1918,49,.8858,.4764,.3517,c
1433,de,a,59377,32.6000,0,23.2441,46,32.7332,46,.9449,.6457,.8910,c
1434,kd,c,57287,11.4750,1,10.0243,125,6.3729,49,.8346,.4213,.1563,c
1435,kd,c,62813,5.8417,2,6.0802,78,14.7183,43,.7126,.4606,.1515,c
1436,nn,a,60014,20.2500,2,10.8132,108,9.6139,50,.9291,.4685,.4690,c
1437,vv,c,64017,14.1833,1,2.8160,8,15.9463,50,.8701,.4291,.2384,c
1438,kw,c,61786,32.7083,1,8.3651,44,18.3063,42,.9646,.7953,.2101,c
1439,pe,c,66213,30.5417,1,3.8225,6,18.4985,45,.9724,.7205,.1747,c
1440,vv,c,,4.6500,1,28.0315,186,11.6108,45,.8504,.5827,.3706,c
1441,vv,c,66142,11.9083,1,22.4009,188,15.8289,49,.8661,.4646,.4355,c
1442,kd,b,72271,33.5750,3,16.8790,176,5.7375,36,.9213,.9134,.1313,c
1443,pz,a,62494,40.1833,1,3.1424,6,21.1522,44,.8937,.6654,.5648,c
1444,pz,a,59200,8.1167,1,7.8754,21,4.8886,47,.7992,.4528,.2434,c
1445,kd,c,62352,9.5250,3,7.4674,63,9.5071,47,.6614,.2520,.3690,c
1446,pe,a,66497,23.5000,0,4.3121,6,33.8598,47,.9567,.6142,.1320,c
1447,am,c,73617,30.8667,1,21.6120,169,20.9279,44,.9764,.7441,.0528,c
1448,pz,a,58208,4.4333,1,11.1124,36,25.2902,45,.8425,.5827,.7051,c
1449,f8,a,70074,11.9083,2,7.2226,41,11.3385,49,.7992,.3504,.2633,c
1450,kd,c,67524,23.9333,2,7.7122,42,11.8350,47,.9803,.6102,.2288,c
1451,qp,c,67489,35.3083,1,11.8196,59,6.6879,44,.9409,.7205,.0489,c
1452,kd,c,57287,36.0667,3,10.6772,116,9.9503,36,.8740,.8583,.1497,c
1453,nb,a,65930,35.3083,1,7.7122,83,7.0563,41,.9370,.7795,.3321,c
1454,pe,c,61183,34.5500,1,17.1782,153,19.0698,41,.9449,.7953,.2843,c
1455,pz,a,65895,10.2833,0,16.2534,19,31.1634,47,.9055,.5630,.3018,c
1456,pz,a,64265,16.1333,2,4.9377,16,13.3995,51,.8661,.3819,.2976,c
1457,vv,c,67347,12.3417,0,16.5254,214,17.1584,48,.9094,.5551,.4224,c
1458,pz,a,63380,11.4750,0,9.6979,24,31.7881,48,.8976,.5354,.1132,c
1459,pe,a,61963,12.6667,0,2.0000,0,11.1676,48,.8976,.5157,.0477,c
1460,vv,c,66603,6.4917,1,7.7122,57,20.1003,46,.8150,.5118,.3109,c
1461,kd,b,67843,20.1417,1,12.6356,92,10.6551,49,.9370,.4882,.2051,c
1462,e2,a,67595,20.0333,0,9.5347,45,17.6976,48,.9409,.5827,.6766,c
1463,kl,c,51442,4.4333,2,12.4452,-10,18.5199,42,.7283,.5315,.3434,c
1464,nn,a,,4.0000,0,10.0243,49,31.4624,45,.8898,.6102,.0789,c
1465,qp,c,61750,12.1250,0,6.8962,8,14.6168,48,.9094,.5512,.2962,c
1466,kd,c,67205,23.1750,1,7.4674,21,25.7387,48,.9724,.5945,.3384,c
1467,al,c,63344,40.4000,2,5.4545,29,21.3177,41,.8346,.6811,.4391,c
1468,pz,a,,41.9167,1,3.6321,10,11.4560,43,.8465,.6299,.2798,c
1469,pz,a,63521,11.9083,0,7.8754,-5,26.6570,48,.9055,.5472,.2633,c
1470,vv,c,63344,10.3917,3,11.8468,114,19.4436,48,.6693,.2244,.2455,c
1471,qp,c,65965,39.3167,2,7.2226,29,25.6265,41,.8583,.7205,.0979,c
1472,pe,b,65257,8.1167,2,3.8225,-5,7.0296,47,.7953,.4488,.2844,c
1473,pz,a,67311,5.7333,0,10.8132,147,28.4350,46,.8898,.5827,.2384,c
1474,nn,c,68055,33.0333,2,8.5827,45,23.8752,41,.9606,.8189,.2456,c
1475,kd,c,57004,13.6417,2,16.4438,25,4.1784,50,.8071,.3189,.0919,c
1476,qp,c,63592,32.0583,1,12.4452,62,12.1447,43,.9724,.7638,.3549,c
1477,pz,a,63061,10.6083,0,8.2019,7,25.6479,47,.9213,.5866,.2373,c
1478,pe,b,,39.4250,1,16.7158,87,5.0594,44,.9016,.6772,.1720,c
1479,nn,a,66178,14.0750,0,2.8160,0,27.9118,48,.9173,.5512,.2659,c
1480,nb,a,65009,14.9417,3,6.9506,64,7.0296,51,.7756,.2244,.2528,c
1481,qp,c,,15.7000,0,6.4066,21,12.8922,48,.9213,.5433,.0789,c
1482,kd,b,68162,39.5333,3,7.7666,37,5.7162,37,.7835,.7323,.1720,c
1483,kd,c,62707,19.1667,3,7.1682,77,20.1110,51,.8701,.3268,.3183,c
1484,al,b,61325,33.0333,1,4.3121,9,6.9816,44,.9606,.7283,.2518,c
1485,pe,c,60050,8.3333,1,3.1424,12,18.4932,47,.8110,.4606,.1464,c
1486,nn,a,68976,42.2417,1,16.2534,85,8.0868,44,.8425,.6142,.0622,c
1487,pe,c,62990,7.4667,1,7.2226,33,18.7495,46,.8307,.5039,.1988,c
1488,vv,c,56366,8.3333,1,22.6729,135,16.2400,47,.8386,.4921,.0757,c
1489,kd,c,57606,40.5083,1,5.3729,18,14.0615,44,.8858,.6614,.2285,c
1490,pe,a,66922,20.4667,0,3.8225,0,24.8790,48,.9449,.5787,.3179,c
1491,pe,c,69330,19.0583,0,5.2641,-11,26.2192,48,.9370,.5748,.5423,c
1492,vv,c,56083,5.9500,1,15.2742,83,15.7488,46,.8386,.5433,.1864,c
1493,pz,a,67276,13.7500,0,7.7666,20,21.5046,47,.9291,.5945,.5197,c
1494,vv,c,66461,38.7750,2,16.2806,141,19.0645,41,.8740,.7323,.2455,c
1495,pz,a,65292,13.7500,0,7.2226,13,26.6570,49,.8976,.5079,.2008,c
1496,pe,a,64053,15.3750,0,2.0000,0,13.7572,49,.9055,.5039,.1033,c
1497,f8,b,71172,39.5333,4,7.2226,91,7.3447,34,.7126,.7402,.2090,c
1498,pe,c,65080,33.2500,1,3.6321,8,17.1050,43,.9606,.7638,.1787,c
1499,nb,a,56862,4.6500,3,6.6242,50,3.7299,41,.6811,.5000,.3022,c
1500,pz,a,58668,5.9500,2,4.4481,39,5.2890,45,.7795,.5039,.3441,c
1501,pe,c,61963,30.6500,1,4.9377,27,10.2386,44,.9803,.7559,.1581,c
1502,am,c,65434,31.5167,1,6.0802,13,23.5816,43,.9764,.7717,.2951,c
1503,kd,c,62600,37.0417,2,17.5863,291,8.8877,39,.8898,.7913,.1501,c
1504,qp,c,70358,24.2583,1,8.2019,49,21.1842,47,.9803,.6260,.2171,c
1505,al,c,65469,6.2750,2,12.3092,61,13.5543,45,.7795,.4921,.3673,c
1506,pe,a,61573,25.7750,0,6.0802,-2,6.0152,47,.9724,.6496,.2201,c
1507,pz,a,,4.7583,1,22.2105,174,25.0285,44,.8228,.5669,.5811,c
1508,vv,c,66886,33.0333,2,12.9349,99,11.5467,40,.9606,.8386,.3025,c
1509,kd,c,58668,4.9750,2,6.4066,53,15.3323,44,.8031,.5472,.2488,c
1510,am,a,68303,5.9500,0,5.6450,7,6.9122,47,.9094,.5984,.3166,c
1511,vv,c,65151,5.1917,0,16.9878,58,7.4782,46,.8858,.5906,.3166,c
1512,pe,a,55941,17.1083,0,3.1424,-3,8.6688,48,.9291,.5669,.4403,c
1513,qp,c,64548,39.4250,1,15.2742,17,16.5443,43,.8976,.6850,.0337,c
1514,pz,a,57677,41.9167,1,6.4066,36,23.8645,43,.8307,.6260,.0749,c
1515,nb,a,65399,18.8417,3,7.8754,75,6.6452,51,.8425,.2795,.2395,c
1516,pz,a,52151,42.3500,3,7.1682,65,17.4627,40,.7126,.5787,.3990,c
1517,pz,a,67489,10.8250,0,16.2806,135,28.0880,48,.8858,.5197,.4035,c
1518,nn,b,64371,41.4833,0,6.7602,-18,7.2272,45,.8976,.6339,.1248,c
1519,pz,a,63309,15.7000,2,4.5841,23,20.6289,51,.8307,.3110,.5872,c
1520,kd,c,68693,10.2833,1,26.2090,214,10.2012,48,.8031,.4016,.4326,c
1521,pz,a,59129,26.2083,0,4.3121,3,22.1186,47,.9606,.6457,.7595,c
1522,pe,c,66355,35.0917,1,5.2641,-3,7.6330,42,.9409,.7717,.3478,c
1523,pe,a,61325,4.0000,0,2.8160,3,20.7143,46,.8976,.6102,.3094,c
1524,al,c,64123,38.0167,2,14.2405,110,18.9470,41,.8819,.7520,.1840,c
1525,qp,c,64513,26.9667,1,9.2899,61,8.5727,46,.9803,.6772,.1221,c
1526,am,a,72058,9.6333,0,13.5877,150,23.0423,47,.8937,.5512,.3798,c
1527,kd,c,68445,12.1250,1,24.6858,193,9.8221,49,.8543,.4449,.4440,c
1528,qp,c,59908,36.5000,1,7.2226,37,17.7297,42,.9252,.7520,.1230,c
1529,kw,c,55162,11.8000,0,3.8225,2,14.7023,48,.8898,.5118,.0337,c
1530,kd,b,70960,19.9250,1,19.5175,173,10.3080,50,.9291,.4764,.1515,c
1531,pe,c,59271,14.2917,1,2.8160,4,5.9564,49,.8937,.4882,.1973,c
1532,kw,c,67736,29.7833,0,17.8311,51,10.4201,45,.9646,.6811,.1907,c
1533,mm,a,55303,42.5667,1,2.0000,0,22.1132,45,.8780,.6142,.6867,c
1534,pe,a,66922,17.4333,1,6.6242,2,17.1370,49,.9173,.4921,.1136,c
1535,kd,c,62388,5.4083,2,28.0315,-51,8.0014,43,.7205,.4843,.2268,c
1536,vv,c,61892,5.0833,1,10.9764,72,9.5551,45,.8425,.5709,.3788,c
1537,kd,c,62919,14.4000,3,9.6979,64,19.7266,51,.7638,.2205,.0834,c
1538,nn,c,68020,38.8833,1,7.2226,39,25.1086,43,.9016,.6969,.2780,c
